PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,SM_SEATS
Business,no_1stClass,2way,employer,1_piece,54<age≤ 65,male,over100,no_GA,O_BE,D_ZH,NO_Airline_seats 
Commuter,no_1stClass,2way_1/2,employer,NO_luggage,54<age≤ 65,male,over100,no_GA,O_BE,D_ZH,NO_Airline_seats 
Business,no_1stClass,1/2day,self,1_piece,24<age≤39,female,unknown_inc,no_GA,O_ZH,D_VD,NO_Airline_seats 
Business,1stClass,2way,self,several_pieces,54<age≤ 65,male,under50,no_GA,O_VS,D_GE,NO_Airline_seats 
Commuter,no_1stClass,2way_1/2,employer,1_piece,39<age≤54,male,50≤inc≤100,no_GA,O_ZH,D_SG,NO_Airline_seats 
Leisure,no_1stClass,2way_1/2,self,NO_luggage,65 <age,male,under50,no_GA,O_BE,D_SH,NO_Airline_seats 
Shopping,no_1stClass,Free_after_7pm,self,1_piece,24<age≤39,female,over100,no_GA,O_VD,D_GE,NO_Airline_seats 
Shopping,no_1stClass,2way,self,1_piece,54<age≤ 65,male,50≤inc≤100,no_GA,O_BE,D_ZH,NO_Airline_seats 
Commuter,1stClass,2way_1/2,self,1_piece,39<age≤54,male,over100,no_GA,O_BE,D_ZH,Airline_seats
Business,no_1stClass,2way_1/2,self,1_piece,39<age≤54,male,under50,no_GA,O_VD,D_ZH,NO_Airline_seats 
Shopping,no_1stClass,2way,self,1_piece,54<age≤ 65,male,50≤inc≤100,no_GA,O_BE,D_ZH,NO_Airline_seats 
Business,no_1stClass,2way_1/2,self,NO_luggage,39<age≤54,male,over100,no_GA,O_VD,D_BE,NO_Airline_seats 
Business,no_1stClass,2way,self,several_pieces,24<age≤39,female,under50,no_GA,O_ZH,D_VD,NO_Airline_seats 
Shopping,no_1stClass,Annual_Junior_Senior,self,1_piece,age≤24,male,50≤inc≤100,GA,O_VD,D_GE,NO_Airline_seats 
Commuter,no_1stClass,1/2day,self,1_piece,39<age≤54,female,50≤inc≤100,no_GA,O_BE,D_VD,NO_Airline_seats 
Commuter,1stClass,1way,employer,NO_luggage,24<age≤39,male,unknown_inc,no_GA,O_VD,D_GE,Airline_seats
Shopping,no_1stClass,Annual,self,1_piece,39<age≤54,male,50≤inc≤100,GA,O_GE,D_VD,Airline_seats
Business,1stClass,2way_1/2,self,1_piece,age≤24,male,under50,no_GA,O_SG,D_VD,NO_Airline_seats 
Business,1stClass,2way,self,1_piece,39<age≤54,male,over100,no_GA,O_BE,D_SG,NO_Airline_seats 
Shopping,no_1stClass,2way,self,1_piece,24<age≤39,male,under50,no_GA,O_AG,D_BE,NO_Airline_seats 
Business,1stClass,1/2day,self,1_piece,65 <age,male,50≤inc≤100,no_GA,O_VD,D_ZH,NO_Airline_seats 
Business,no_1stClass,2way_1/2,self,1_piece,54<age≤ 65,female,50≤inc≤100,no_GA,O_GE,D_ZH,NO_Airline_seats 
Shopping,no_1stClass,2way,self,1_piece,54<age≤ 65,male,unknown_inc,no_GA,O_GE,D_BE,NO_Airline_seats 
Business,no_1stClass,Annual_Junior_Senior,employer,1_piece,age≤24,male,under50,GA,O_BE,D_ZH,NO_Airline_seats 
Shopping,no_1stClass,2way_1/2,self,1_piece,39<age≤54,female,50≤inc≤100,no_GA,O_ZH,D_BE,Airline_seats
Shopping,no_1stClass,Annual,self,1_piece,39<age≤54,male,50≤inc≤100,no_GA,O_BE,D_ZH,NO_Airline_seats 
Business,no_1stClass,Annual,self,1_piece,39<age≤54,female,unknown_inc,GA,O_BE,D_ZH,NO_Airline_seats 
Shopping,1stClass,Annual,employer,1_piece,54<age≤ 65,female,50≤inc≤100,GA,O_VD,D_GE,NO_Airline_seats 
Business,1stClass,2way_1/2,self,1_piece,65 <age,female,unknown_inc,no_GA,O_SG,D_BE,NO_Airline_seats 
Commuter,no_1stClass,Free_after_7pm,self,1_piece,24<age≤39,female,unknown_inc,no_GA,O_SG,D_ZH,NO_Airline_seats 
Commuter,no_1stClass,2way_1/2,self,NO_luggage,39<age≤54,female,under50,no_GA,O_GE,D_VD,NO_Airline_seats 
FromShopping,no_1stClass,2way_1/2,self,NO_luggage,39<age≤54,male,over100,no_GA,O_GE,D_VS,NO_Airline_seats 
Business,no_1stClass,2way_1/2,half-half,NO_luggage,65 <age,male,50≤inc≤100,no_GA,O_ZH,D_VD,NO_Airline_seats 
Shopping,1stClass,Annual,employer,1_piece,39<age≤54,male,over100,GA,O_GE,D_VS,Airline_seats
Business,1stClass,Annual,self,1_piece,54<age≤ 65,female,unknown_inc,GA,O_BE,D_VD,Airline_seats
Commuter,1stClass,Annual,employer,1_piece,age≤24,male,50≤inc≤100,GA,O_BE,D_ZH,NO_Airline_seats 
FromLeisure,1stClass,2way,self,1_piece,39<age≤54,male,over100,no_GA,O_BE,D_ZH,Airline_seats
Business,1stClass,2way,self,1_piece,39<age≤54,female,50≤inc≤100,no_GA,O_VD,D_ZH,Airline_seats
Commuter,no_1stClass,1/2day,self,1_piece,39<age≤54,female,50≤inc≤100,no_GA,O_BE,D_VD,NO_Airline_seats 
FromBusiness,no_1stClass,Annual,self,1_piece,age≤24,male,under50,GA,O_ZH,D_SG,NO_Airline_seats 
Leisure,no_1stClass,2way_1/2,self,NO_luggage,24<age≤39,female,50≤inc≤100,no_GA,O_ZG,D_BE,NO_Airline_seats 
Business,no_1stClass,2way_1/2,self,1_piece,65 <age,female,unknown_inc,no_GA,O_GE,D_FR,NO_Airline_seats 
Business,no_1stClass,2way_1/2,self,1_piece,39<age≤54,male,50≤inc≤100,no_GA,O_VD,D_ZH,NO_Airline_seats 
Business,no_1stClass,1way_1/2,self,1_piece,54<age≤ 65,male,unknown_inc,no_GA,O_GE,D_VD,NO_Airline_seats 
FromShopping,1stClass,Annual,employer,1_piece,39<age≤54,male,over100,GA,O_BE,D_ZH,NO_Airline_seats 
FromWork,1stClass,2way_1/2,employer,1_piece,39<age≤54,male,over100,no_GA,O_BE,D_ZH,NO_Airline_seats 
Business,1stClass,2way_1/2,employer,NO_luggage,54<age≤ 65,male,over100,no_GA,O_ZH,D_VD,NO_Airline_seats 
Shopping,1stClass,Other,self,1_piece,39<age≤54,male,over100,no_GA,O_VD,D_GE,NO_Airline_seats 
Shopping,1stClass,1/2day,employer,1_piece,24<age≤39,male,over100,no_GA,O_AG,D_GE,NO_Airline_seats 
Business,1stClass,Free_after_7pm,self,1_piece,39<age≤54,male,50≤inc≤100,GA,O_ZH,D_SG,NO_Airline_seats 
Commuter,1stClass,Annual,employer,1_piece,39<age≤54,male,over100,GA,O_ZH,D_BE,NO_Airline_seats 
Business,no_1stClass,2way_1/2,self,1_piece,54<age≤ 65,male,50≤inc≤100,no_GA,O_ZH,D_FR,NO_Airline_seats 
Business,no_1stClass,2way_1/2,self,1_piece,39<age≤54,male,50≤inc≤100,no_GA,O_VD,D_ZH,NO_Airline_seats 
Shopping,no_1stClass,Annual,self,1_piece,39<age≤54,male,over100,GA,O_BE,D_ZH,NO_Airline_seats 
FromShopping,no_1stClass,2way_1/2,self,NO_luggage,39<age≤54,male,over100,no_GA,O_GE,D_VS,NO_Airline_seats 
Business,no_1stClass,2way_1/2,employer,1_piece,39<age≤54,male,50≤inc≤100,no_GA,O_ZH,D_BE,NO_Airline_seats 
Business,1stClass,2way_1/2,employer,1_piece,24<age≤39,male,50≤inc≤100,no_GA,O_SG,D_BE,NO_Airline_seats 
Leisure,1stClass,2way_1/2,self,NO_luggage,54<age≤ 65,male,over100,no_GA,O_GE,D_GR,NO_Airline_seats 
Leisure,no_1stClass,2way,self,NO_luggage,54<age≤ 65,male,unknown_inc,no_GA,O_VD,D_ZH,NO_Airline_seats 
Leisure,no_1stClass,2way_1/2,half-half,1_piece,39<age≤54,male,over100,no_GA,O_ZH,D_BE,NO_Airline_seats 
Commuter,1stClass,2way,employer,NO_luggage,54<age≤ 65,female,50≤inc≤100,no_GA,O_ZH,D_BE,NO_Airline_seats 
Commuter,no_1stClass,2way,employer,1_piece,24<age≤39,male,50≤inc≤100,no_GA,O_AR,D_ZH,NO_Airline_seats 
Business,1stClass,Free_after_7pm,self,1_piece,39<age≤54,male,over100,no_GA,O_VD,D_GE,Airline_seats
Commuter,no_1stClass,2way,employer,NO_luggage,65 <age,male,over100,no_GA,O_VD,D_BE,NO_Airline_seats 
Shopping,1stClass,Annual,self,1_piece,39<age≤54,male,over100,GA,O_VS,D_GE,NO_Airline_seats 
Leisure,no_1stClass,2way_1/2,self,NO_luggage,65 <age,male,under50,no_GA,O_GE,D_VD,NO_Airline_seats 
Shopping,no_1stClass,Annual,half-half,1_piece,24<age≤39,female,50≤inc≤100,GA,O_GE,D_VD,Airline_seats
FromLeisure,1stClass,2way,self,1_piece,39<age≤54,male,over100,no_GA,O_BE,D_ZH,Airline_seats
FromBusiness,no_1stClass,Annual,self,1_piece,age≤24,male,under50,GA,O_ZH,D_SG,NO_Airline_seats 
Leisure,1stClass,Annual,self,1_piece,39<age≤54,male,50≤inc≤100,no_GA,O_GE,D_VD,NO_Airline_seats 
Commuter,1stClass,Annual,employer,1_piece,age≤24,male,50≤inc≤100,GA,O_BE,D_ZH,NO_Airline_seats 
Shopping,no_1stClass,Annual,self,1_piece,24<age≤39,male,unknown_inc,GA,O_VD,D_BE,Airline_seats
Business,1stClass,Annual,self,1_piece,54<age≤ 65,male,over100,GA,O_BE,D_AG,Airline_seats
Shopping,no_1stClass,Free_after_7pm,self,1_piece,age≤24,female,unknown_inc,no_GA,O_VD,D_GE,Airline_seats
Commuter,no_1stClass,2way_1/2,self,1_piece,39<age≤54,male,under50,no_GA,O_ZH,D_BE,NO_Airline_seats 
Business,1stClass,2way_1/2,employer,NO_luggage,24<age≤39,female,over100,no_GA,O_LU,D_VD,NO_Airline_seats 
Commuter,1stClass,Annual,half-half,1_piece,39<age≤54,male,over100,GA,O_ZH,D_SG,Airline_seats
Shopping,1stClass,Other,half-half,1_piece,65 <age,male,over100,no_GA,O_VD,D_GE,NO_Airline_seats 
Business,no_1stClass,Annual_Junior_Senior,self,1_piece,age≤24,male,under50,GA,O_ZH,D_SG,NO_Airline_seats 
Leisure,no_1stClass,2way,self,NO_luggage,24<age≤39,male,under50,no_GA,O_GE,D_FR,NO_Airline_seats 
Leisure,no_1stClass,2way_1/2,self,1_piece,24<age≤39,male,unknown_inc,no_GA,O_BE,D_TH,NO_Airline_seats 
Shopping,no_1stClass,Free_after_7pm,self,1_piece,age≤24,female,unknown_inc,no_GA,O_VD,D_GE,NO_Airline_seats 
Commuter,no_1stClass,Annual,self,1_piece,39<age≤54,male,50≤inc≤100,GA,O_SZ,D_VD,Airline_seats
FromShopping,no_1stClass,2way_1/2,self,NO_luggage,39<age≤54,male,over100,no_GA,O_GE,D_VS,NO_Airline_seats 
Business,no_1stClass,Annual_Junior_Senior,self,1_piece,age≤24,male,under50,GA,O_ZH,D_BE,NO_Airline_seats 
Leisure,1stClass,Annual,self,NO_luggage,39<age≤54,female,50≤inc≤100,no_GA,O_GE,D_VS,NO_Airline_seats 
Business,1stClass,Annual_Junior_Senior,self,1_piece,65 <age,male,under50,GA,O_VS,D_GE,NO_Airline_seats 
Shopping,no_1stClass,Annual,employer,1_piece,24<age≤39,female,under50,GA,O_VD,D_GE,NO_Airline_seats 
Business,1stClass,Free_after_7pm,self,1_piece,39<age≤54,male,50≤inc≤100,GA,O_ZH,D_SG,Airline_seats
Commuter,1stClass,1way,employer,NO_luggage,24<age≤39,male,unknown_inc,no_GA,O_VD,D_GE,NO_Airline_seats 
Commuter,no_1stClass,2way_1/2,employer,NO_luggage,54<age≤ 65,male,over100,no_GA,O_BE,D_ZH,NO_Airline_seats 
Commuter,no_1stClass,2way,employer,NO_luggage,65 <age,male,over100,no_GA,O_VD,D_BE,Airline_seats
Business,1stClass,Annual_Junior_Senior,self,1_piece,65 <age,female,under50,GA,O_GE,D_VS,Airline_seats
Business,1stClass,2way_1/2,employer,NO_luggage,39<age≤54,male,over100,no_GA,O_SG,D_VD,NO_Airline_seats 
Business,1stClass,Annual,self,1_piece,54<age≤ 65,female,unknown_inc,GA,O_BE,D_VD,Airline_seats
Business,no_1stClass,2way,employer,NO_luggage,24<age≤39,male,50≤inc≤100,no_GA,O_VD,D_ZH,NO_Airline_seats 
Shopping,1stClass,Other,half-half,1_piece,65 <age,male,over100,no_GA,O_VD,D_GE,Airline_seats
FromShopping,no_1stClass,2way_1/2,self,NO_luggage,39<age≤54,male,over100,no_GA,O_GE,D_VS,NO_Airline_seats 
Leisure,no_1stClass,2way_1/2,self,1_piece,54<age≤ 65,male,50≤inc≤100,no_GA,O_BE,D_SH,NO_Airline_seats 
Leisure,no_1stClass,2way_1/2,self,1_piece,54<age≤ 65,male,50≤inc≤100,no_GA,O_VD,D_TH,NO_Airline_seats 
Business,1stClass,Annual,self,1_piece,54<age≤ 65,male,over100,GA,O_AR,D_BE,NO_Airline_seats 
Business,no_1stClass,2way_1/2,self,1_piece,24<age≤39,female,under50,no_GA,O_GE,D_BE,NO_Airline_seats 
Business,1stClass,2way_1/2,employer,1_piece,54<age≤ 65,male,over100,no_GA,O_BE,D_ZH,NO_Airline_seats 
Shopping,1stClass,Annual,employer,1_piece,39<age≤54,male,over100,GA,O_GE,D_VS,NO_Airline_seats 
Business,no_1stClass,2way,self,several_pieces,24<age≤39,female,under50,no_GA,O_ZH,D_VD,NO_Airline_seats 
Business,1stClass,Annual_Junior_Senior,self,1_piece,65 <age,female,under50,GA,O_GE,D_VS,NO_Airline_seats 
Commuter,no_1stClass,Free_after_7pm,self,1_piece,24<age≤39,female,unknown_inc,no_GA,O_SG,D_ZH,Airline_seats
Shopping,no_1stClass,2way,self,1_piece,54<age≤ 65,male,50≤inc≤100,no_GA,O_BE,D_ZH,NO_Airline_seats 
Business,no_1stClass,1/2day,self,1_piece,39<age≤54,female,50≤inc≤100,no_GA,O_VD,D_ZH,NO_Airline_seats 
Commuter,no_1stClass,1way_1/2,self,1_piece,age≤24,female,under50,no_GA,O_ZH,D_SG,NO_Airline_seats 
Shopping,no_1stClass,Free_after_7pm,self,1_piece,24<age≤39,male,50≤inc≤100,no_GA,O_GE,D_VD,Airline_seats
Business,1stClass,Annual,self,1_piece,54<age≤ 65,male,over100,GA,O_AR,D_BE,NO_Airline_seats 
Business,no_1stClass,2way_1/2,self,NO_luggage,54<age≤ 65,male,50≤inc≤100,no_GA,O_BE,D_ZH,NO_Airline_seats 
Shopping,no_1stClass,Free_after_7pm,self,1_piece,54<age≤ 65,female,under50,GA,O_VD,D_GE,Airline_seats
Business,1stClass,2way_1/2,employer,NO_luggage,39<age≤54,male,over100,no_GA,O_ZH,D_BE,NO_Airline_seats 
Business,no_1stClass,2way_1/2,self,1_piece,39<age≤54,male,50≤inc≤100,no_GA,O_VD,D_ZH,Airline_seats
Business,no_1stClass,Annual,self,1_piece,age≤24,male,under50,GA,O_VD,D_GE,NO_Airline_seats 
Business,1stClass,Annual_Junior_Senior,half-half,1_piece,65 <age,male,50≤inc≤100,no_GA,O_ZH,D_BE,NO_Airline_seats 
Leisure,no_1stClass,2way_1/2,self,NO_luggage,24<age≤39,male,50≤inc≤100,no_GA,O_VD,D_BE,NO_Airline_seats 
Business,no_1stClass,2way,self,1_piece,24<age≤39,male,50≤inc≤100,no_GA,O_BE,D_ZH,NO_Airline_seats 
Commuter,no_1stClass,2way,employer,1_piece,24<age≤39,male,50≤inc≤100,no_GA,O_AR,D_ZH,NO_Airline_seats 
Business,no_1stClass,2way,self,1_piece,65 <age,female,under50,no_GA,O_VD,D_GE,NO_Airline_seats 
Business,1stClass,2way_1/2,half-half,NO_luggage,39<age≤54,female,under50,no_GA,O_VD,D_ZH,NO_Airline_seats 
Commuter,no_1stClass,1way_1/2,self,1_piece,age≤24,female,under50,no_GA,O_ZH,D_SG,NO_Airline_seats 
Leisure,no_1stClass,2way_1/2,self,1_piece,54<age≤ 65,male,50≤inc≤100,no_GA,O_VD,D_TH,NO_Airline_seats 
Leisure,1stClass,2way_1/2,self,NO_luggage,39<age≤54,female,over100,no_GA,O_GE,D_BE,NO_Airline_seats 
Business,1stClass,2way_1/2,half-half,NO_luggage,39<age≤54,male,over100,no_GA,O_VD,D_SG,NO_Airline_seats 
Shopping,no_1stClass,Annual,self,1_piece,24<age≤39,female,over100,GA,O_GE,D_VD,NO_Airline_seats 
FromWork,no_1stClass,Annual,employer,1_piece,54<age≤ 65,female,50≤inc≤100,GA,O_BE,D_AR,NO_Airline_seats 
Business,1stClass,2way_1/2,employer,NO_luggage,24<age≤39,female,over100,no_GA,O_LU,D_VD,NO_Airline_seats 
Business,1stClass,2way_1/2,employer,NO_luggage,54<age≤ 65,male,over100,no_GA,O_ZH,D_VD,NO_Airline_seats 
Business,no_1stClass,2way_1/2,half-half,NO_luggage,65 <age,male,50≤inc≤100,no_GA,O_ZH,D_VD,NO_Airline_seats 
Business,no_1stClass,2way,self,several_pieces,24<age≤39,female,50≤inc≤100,no_GA,O_VD,D_GE,Airline_seats
Leisure,no_1stClass,2way_1/2,self,1_piece,24<age≤39,female,50≤inc≤100,no_GA,O_VD,D_LU,NO_Airline_seats 
Business,no_1stClass,2way_1/2,unknown_who,NO_luggage,39<age≤54,male,under50,no_GA,O_GE,D_BE,NO_Airline_seats 
Business,no_1stClass,Annual,employer,1_piece,39<age≤54,female,over100,GA,O_VD,D_BE,NO_Airline_seats 
Commuter,no_1stClass,2way_1/2,self,NO_luggage,39<age≤54,female,under50,no_GA,O_GE,D_VD,NO_Airline_seats 
Commuter,1stClass,Annual,half-half,1_piece,39<age≤54,male,over100,GA,O_ZH,D_SG,NO_Airline_seats 
Shopping,1stClass,Free_after_7pm,self,1_piece,age≤24,male,under50,no_GA,O_GE,D_VD,NO_Airline_seats 
FromWork,no_1stClass,Annual,employer,1_piece,54<age≤ 65,female,50≤inc≤100,GA,O_BE,D_AR,NO_Airline_seats 
Leisure,no_1stClass,2way_1/2,self,1_piece,54<age≤ 65,male,50≤inc≤100,no_GA,O_BE,D_SH,NO_Airline_seats 
Shopping,1stClass,2way,self,1_piece,24<age≤39,male,under50,no_GA,O_VD,D_ZH,Airline_seats
Business,1stClass,Annual_Junior_Senior,self,1_piece,65 <age,male,under50,GA,O_VS,D_GE,NO_Airline_seats 
Commuter,no_1stClass,Annual,half-half,1_piece,39<age≤54,male,50≤inc≤100,GA,O_GE,D_VD,Airline_seats
Business,no_1stClass,2way_1/2,self,1_piece,24<age≤39,female,under50,no_GA,O_GE,D_BE,Airline_seats
Business,1stClass,Annual_Junior_Senior,half-half,1_piece,65 <age,male,50≤inc≤100,no_GA,O_ZH,D_BE,NO_Airline_seats 
Shopping,no_1stClass,Annual,self,NO_luggage,24<age≤39,male,unknown_inc,GA,O_BE,D_VD,NO_Airline_seats 
Business,no_1stClass,Annual_Junior_Senior,self,1_piece,age≤24,male,under50,GA,O_ZH,D_SG,NO_Airline_seats 
Business,no_1stClass,Annual,self,1_piece,65 <age,male,50≤inc≤100,GA,O_BE,D_VD,NO_Airline_seats 
Commuter,no_1stClass,Annual,half-half,1_piece,39<age≤54,male,50≤inc≤100,GA,O_GE,D_VD,NO_Airline_seats 
Business,1stClass,Annual,self,1_piece,54<age≤ 65,female,unknown_inc,GA,O_BE,D_VD,Airline_seats
Shopping,1stClass,2way_1/2,unknown_who,NO_luggage,39<age≤54,male,under50,no_GA,O_BE,D_VD,NO_Airline_seats 
Business,1stClass,1/2day,self,1_piece,65 <age,male,50≤inc≤100,no_GA,O_VD,D_ZH,NO_Airline_seats 
Business,no_1stClass,2way_1/2,self,1_piece,54<age≤ 65,female,50≤inc≤100,no_GA,O_VD,D_GE,Airline_seats
Leisure,no_1stClass,2way_1/2,self,NO_luggage,39<age≤54,male,50≤inc≤100,no_GA,O_VD,D_BE,NO_Airline_seats 
Leisure,no_1stClass,2way_1/2,self,NO_luggage,24<age≤39,female,50≤inc≤100,no_GA,O_GE,D_SG,NO_Airline_seats 
Shopping,no_1stClass,Annual,self,1_piece,39<age≤54,male,over100,GA,O_GE,D_VD,NO_Airline_seats 
Business,1stClass,1/2day,self,1_piece,65 <age,male,50≤inc≤100,no_GA,O_VD,D_ZH,NO_Airline_seats 
Business,1stClass,Annual_Junior_Senior,self,1_piece,65 <age,female,under50,GA,O_GE,D_VS,NO_Airline_seats 
Business,1stClass,Annual_Junior_Senior,self,1_piece,65 <age,female,under50,GA,O_GE,D_VS,NO_Airline_seats 
Shopping,no_1stClass,Annual_Junior_Senior,self,1_piece,age≤24,male,50≤inc≤100,GA,O_VD,D_GE,NO_Airline_seats 
Commuter,no_1stClass,Annual,employer,1_piece,39<age≤54,male,over100,GA,O_AG,D_BE,NO_Airline_seats 
Business,no_1stClass,2way_1/2,self,1_piece,54<age≤ 65,female,50≤inc≤100,no_GA,O_GE,D_ZH,NO_Airline_seats 
Shopping,no_1stClass,Free_after_7pm,half-half,1_piece,24<age≤39,female,under50,no_GA,O_VD,D_GE,Airline_seats
Commuter,no_1stClass,2way,employer,1_piece,24<age≤39,male,50≤inc≤100,no_GA,O_AR,D_ZH,NO_Airline_seats 
Business,1stClass,Annual,self,1_piece,54<age≤ 65,male,over100,GA,O_BE,D_AG,NO_Airline_seats 
Shopping,no_1stClass,Annual,self,1_piece,24<age≤39,male,50≤inc≤100,GA,O_ZH,D_BE,NO_Airline_seats 
Business,no_1stClass,2way_1/2,self,1_piece,39<age≤54,male,under50,no_GA,O_VD,D_ZH,Airline_seats
Business,1stClass,2way,self,1_piece,39<age≤54,female,50≤inc≤100,no_GA,O_VD,D_ZH,NO_Airline_seats 
Business,1stClass,2way_1/2,self,1_piece,65 <age,female,unknown_inc,no_GA,O_SG,D_BE,NO_Airline_seats 
Commuter,no_1stClass,Annual,self,1_piece,39<age≤54,male,50≤inc≤100,GA,O_SZ,D_VD,Airline_seats
FromWork,1stClass,Annual,employer,1_piece,54<age≤ 65,male,over100,GA,O_BE,D_ZH,NO_Airline_seats 
Leisure,no_1stClass,2way_1/2,self,1_piece,65 <age,male,under50,no_GA,O_BE,D_AR,NO_Airline_seats 
Business,1stClass,2way,self,1_piece,39<age≤54,female,50≤inc≤100,no_GA,O_VD,D_ZH,Airline_seats
Business,no_1stClass,Annual_Junior_Senior,employer,1_piece,age≤24,male,under50,GA,O_BE,D_ZH,Airline_seats
Shopping,no_1stClass,Free_after_7pm,self,1_piece,24<age≤39,female,over100,no_GA,O_GE,D_VD,NO_Airline_seats 
Business,1stClass,2way_1/2,self,1_piece,65 <age,female,unknown_inc,no_GA,O_SG,D_BE,NO_Airline_seats 
Business,no_1stClass,Annual,employer,1_piece,39<age≤54,female,over100,GA,O_VD,D_BE,NO_Airline_seats 
Business,no_1stClass,2way_1/2,employer,1_piece,39<age≤54,male,50≤inc≤100,no_GA,O_ZH,D_BE,NO_Airline_seats 
Business,no_1stClass,2way_1/2,self,1_piece,65 <age,female,unknown_inc,no_GA,O_GE,D_FR,NO_Airline_seats 
Shopping,no_1stClass,Free_after_7pm,self,1_piece,24<age≤39,female,over100,no_GA,O_VD,D_GE,NO_Airline_seats 
Business,no_1stClass,2way_1/2,self,1_piece,54<age≤ 65,male,50≤inc≤100,no_GA,O_ZH,D_FR,NO_Airline_seats 
FromShopping,no_1stClass,2way_1/2,self,NO_luggage,39<age≤54,male,over100,no_GA,O_GE,D_VS,NO_Airline_seats 
Business,no_1stClass,2way_1/2,self,1_piece,54<age≤ 65,female,50≤inc≤100,no_GA,O_GE,D_ZH,Airline_seats
Business,1stClass,Free_after_7pm,self,1_piece,39<age≤54,male,50≤inc≤100,GA,O_ZH,D_SG,NO_Airline_seats 
Business,no_1stClass,2way_1/2,self,1_piece,54<age≤ 65,female,50≤inc≤100,no_GA,O_GE,D_VD,Airline_seats
Business,no_1stClass,Annual,self,several_pieces,65 <age,female,unknown_inc,GA,O_GE,D_ZH,NO_Airline_seats 
Shopping,1stClass,Other,self,1_piece,39<age≤54,male,over100,no_GA,O_VD,D_GE,Airline_seats
Commuter,1stClass,2way_1/2,self,1_piece,39<age≤54,female,50≤inc≤100,no_GA,O_ZH,D_SG,NO_Airline_seats 
FromBusiness,no_1stClass,2way,employer,NO_luggage,39<age≤54,female,50≤inc≤100,no_GA,O_GE,D_FR,Airline_seats
Business,1stClass,2way_1/2,self,NO_luggage,65 <age,male,over100,no_GA,O_VD,D_BE,Airline_seats
Business,1stClass,Annual_Junior_Senior,self,1_piece,65 <age,male,50≤inc≤100,GA,O_GE,D_VD,Airline_seats
Business,no_1stClass,2way_1/2,self,1_piece,54<age≤ 65,male,50≤inc≤100,no_GA,O_ZH,D_FR,NO_Airline_seats 
Commuter,1stClass,Annual,employer,1_piece,54<age≤ 65,male,over100,GA,O_ZH,D_BE,NO_Airline_seats 
Leisure,no_1stClass,2way,self,NO_luggage,39<age≤54,male,over100,no_GA,O_GE,D_TH,NO_Airline_seats 
Leisure,no_1stClass,2way_1/2,self,NO_luggage,54<age≤ 65,male,under50,no_GA,O_VD,D_ZH,NO_Airline_seats 
Shopping,no_1stClass,Annual,self,1_piece,24<age≤39,male,unknown_inc,GA,O_VD,D_BE,Airline_seats
Leisure,no_1stClass,2way_1/2,self,NO_luggage,39<age≤54,male,50≤inc≤100,no_GA,O_VD,D_BE,NO_Airline_seats 
FromLeisure,1stClass,2way,self,1_piece,39<age≤54,male,over100,no_GA,O_BE,D_ZH,NO_Airline_seats 
Shopping,no_1stClass,Annual,self,1_piece,age≤24,female,unknown_inc,GA,O_GE,D_VD,NO_Airline_seats 
Leisure,no_1stClass,2way_1/2,self,NO_luggage,54<age≤ 65,male,under50,no_GA,O_VD,D_ZH,NO_Airline_seats 
FromLeisure,1stClass,2way,self,1_piece,39<age≤54,male,over100,no_GA,O_BE,D_ZH,NO_Airline_seats 
Business,no_1stClass,1way_1/2,self,1_piece,54<age≤ 65,male,unknown_inc,no_GA,O_GE,D_VD,NO_Airline_seats 
Commuter,no_1stClass,Free_after_7pm,employer,1_piece,age≤24,male,unknown_inc,no_GA,O_SG,D_TH,NO_Airline_seats 
Business,1stClass,Annual,self,1_piece,54<age≤ 65,male,over100,GA,O_AR,D_BE,NO_Airline_seats 
Shopping,1stClass,2way_1/2,unknown_who,NO_luggage,39<age≤54,male,under50,no_GA,O_BE,D_VD,NO_Airline_seats 
Commuter,1stClass,Annual,half-half,1_piece,54<age≤ 65,male,unknown_inc,GA,O_BE,D_ZH,NO_Airline_seats 
Business,1stClass,Annual,self,1_piece,54<age≤ 65,male,over100,GA,O_BE,D_AG,NO_Airline_seats 
Shopping,no_1stClass,Annual,self,1_piece,age≤24,female,unknown_inc,GA,O_GE,D_VD,NO_Airline_seats 
Commuter,no_1stClass,Free_after_7pm,employer,1_piece,age≤24,male,unknown_inc,no_GA,O_SG,D_TH,Airline_seats
Business,1stClass,2way_1/2,self,1_piece,65 <age,female,unknown_inc,no_GA,O_SG,D_BE,NO_Airline_seats 
